Ground Truth File,Predicted File,Mean Total Length Error,Mean Scheduling Order Error
92_results_output.csv,92_results_output.csv,0.22429746390224334,0.16698887641558172
124_results_output.csv,124_results_output.csv,0.1803330785285411,0.1251000886265865
25_results_output.csv,25_results_output.csv,0.05678211352510352,0.008693380195663573
0_results_output.csv,0_results_output.csv,0.16163163198048208,0.22086605076327884
121_results_output.csv,121_results_output.csv,0.23743650266731908,0.1766463465360791
82_results_output.csv,82_results_output.csv,0.15714369265152267,0.18698364756714644
57_results_output.csv,57_results_output.csv,0.2748808115358042,0.16010106551950956
51_results_output.csv,51_results_output.csv,0.1405412239153109,0.16693434145937375
125_results_output.csv,125_results_output.csv,0.23070390145612726,0.10965388034405973
127_results_output.csv,127_results_output.csv,0.28858972835196395,0.3086891744463404
162_results_output.csv,162_results_output.csv,0.16394992202619207,0.09132997453182554
3_results_output.csv,3_results_output.csv,0.15411487154103876,0.0735121252922056
24_results_output.csv,24_results_output.csv,0.38761715923171114,0.3722428339475359
28_results_output.csv,28_results_output.csv,0.13561108355451196,0.05150888690545445
49_results_output.csv,49_results_output.csv,0.22496447215944312,0.16264965374314586
171_results_output.csv,171_results_output.csv,0.1598267586141569,0.17648327606154743
81_results_output.csv,81_results_output.csv,0.258093017485683,0.20491065881688603
129_results_output.csv,129_results_output.csv,0.15961696503651895,0.14921345505022834
80_results_output.csv,80_results_output.csv,0.26833310499394647,0.18460003308546163
86_results_output.csv,86_results_output.csv,0.15742626555979328,0.1984684345537072
153_results_output.csv,153_results_output.csv,0.40134346027045054,0.3655784987677991
72_results_output.csv,72_results_output.csv,0.10537277946043902,0.0713559821817903
164_results_output.csv,164_results_output.csv,0.3743521147815922,0.34196326668041954
10_results_output.csv,10_results_output.csv,0.3016286505171228,0.250768240790991
137_results_output.csv,137_results_output.csv,0.23998173164373454,0.19582985365935499
120_results_output.csv,120_results_output.csv,0.13329936636607986,0.08211649337881198
142_results_output.csv,142_results_output.csv,0.041972829009316585,0.06442881057490887
112_results_output.csv,112_results_output.csv,0.30186479622329004,0.3058356221033315
2_results_output.csv,2_results_output.csv,0.21077109043579076,0.17744630007366802
37_results_output.csv,37_results_output.csv,0.0737359774892836,0.02267611290925136
54_results_output.csv,54_results_output.csv,0.10463071721370146,0.038393988175375
12_results_output.csv,12_results_output.csv,0.09859450351882008,0.10278203592342813
133_results_output.csv,133_results_output.csv,0.23758837782043565,0.1765110366256749
15_results_output.csv,15_results_output.csv,0.49596255260209876,0.4599547153023402
173_results_output.csv,173_results_output.csv,0.21055497649910185,0.17178130659044438
109_results_output.csv,109_results_output.csv,0.438623385102184,0.4157723640609584
154_results_output.csv,154_results_output.csv,0.31907973057893696,0.3402481943570187
168_results_output.csv,168_results_output.csv,0.5,0.5641659906594235
105_results_output.csv,105_results_output.csv,0.055176092717051484,0.007494642221852985
32_results_output.csv,32_results_output.csv,0.42582541523499196,0.3618592731659766
158_results_output.csv,158_results_output.csv,0.37431983398751406,0.37409273401033516
33_results_output.csv,33_results_output.csv,0.25253392979886985,0.17750565152854392
21_results_output.csv,21_results_output.csv,0.40883329126021406,0.2790277054429664
96_results_output.csv,96_results_output.csv,0.5,0.5
160_results_output.csv,160_results_output.csv,0.38400671749135473,0.3303185886497538
98_results_output.csv,98_results_output.csv,0.34904659474792954,0.298900211735862
110_results_output.csv,110_results_output.csv,0.2859826708402201,0.29130967056477486
140_results_output.csv,140_results_output.csv,0.24768155541809075,0.2517036422455328
40_results_output.csv,40_results_output.csv,0.1810934206702275,0.1361270992063194
172_results_output.csv,172_results_output.csv,0.0935282943201031,0.15120305541369822
136_results_output.csv,136_results_output.csv,0.09377155953418559,0.07348757915523232
178_results_output.csv,178_results_output.csv,0.2459813235896648,0.20630303051746662
60_results_output.csv,60_results_output.csv,0.15564071197851656,0.15772761429869103
13_results_output.csv,13_results_output.csv,0.17534632730750654,0.12845507021991645
8_results_output.csv,8_results_output.csv,0.17977165756851576,0.1970451534109932
35_results_output.csv,35_results_output.csv,0.17562892442473302,0.0853674423190032
106_results_output.csv,106_results_output.csv,0.20419534951401136,0.20632799342275407
22_results_output.csv,22_results_output.csv,0.1400176876249638,0.12618031279201045
157_results_output.csv,157_results_output.csv,0.229953517626595,0.17328265980320517
145_results_output.csv,145_results_output.csv,0.2345033433907791,0.08709997794670504
46_results_output.csv,46_results_output.csv,0.19951518436874477,0.15216307124418313
88_results_output.csv,88_results_output.csv,0.3157292592998332,0.28418667868221975
155_results_output.csv,155_results_output.csv,0.4200911971790219,0.024189322668708945
122_results_output.csv,122_results_output.csv,0.40956382590599727,0.3948361961938035
70_results_output.csv,70_results_output.csv,0.1499037381024792,0.12865527749185307
43_results_output.csv,43_results_output.csv,0.16659839008048216,0.127512151795113
76_results_output.csv,76_results_output.csv,0.16888404204621027,0.10747261976634785
114_results_output.csv,114_results_output.csv,0.2831758310492559,0.1939564280573073
66_results_output.csv,66_results_output.csv,0.14119858307246325,0.1404333812231764
48_results_output.csv,48_results_output.csv,0.17453843150790932,0.17119528066266515
58_results_output.csv,58_results_output.csv,0.25239970844095383,0.264974726973764
78_results_output.csv,78_results_output.csv,0.2989744677744147,0.24663177749718895
116_results_output.csv,116_results_output.csv,0.2721281663595971,0.24463030555597198
